Reference,debt_id,ultima_atualizacao,pago_banco_plano_liq,divida_bravo,negociador,pago_a_banco_atualizado,diferenca_plano_liq,diferenca_divida_bravo,atualizado_por,instituicao_divida,start_date,status_divida,creditor,product_type,observacao,classificação
Nome CASAS BAHIA VISA PLATINUM",solo5
BR0017342,1609228,2024-10-23,745.72,1203.96,,387.14,-48.09%,-0.6784444666,jessica.sanches@gobravo.com.br,Pefisa,2024-08-09,paid,Próprio Credor,Crédito pessoal,Acordo fechado pelo Chat ,batch1
BR0018031,1637998,2024-10-23,250.78,556.71,richard.meireles@gobravo.com.br,587.48,134.26%,0.05527114656,beatriz.napolitano@gobravo.com.br,Bradescard,2024-09-06,negotiation,Próprio Credor,Cartão de crédito,Atualizada via whatsapp do credor - Portifólio - Sem desconto pelo curto tempo de atraso - Número 476607xxxxxxxxxx Nome CASAS BAHIA VISA PLATINUM,solo5
BR0013745,1494002,2024-10-23,1687.96,3802.7,,1763.04,4.45%,-0.5363715255,matheus.adalberto@gobravo.com.br,Simplic,2024-04-19,paid,Outro Credor,Cartão de crédito,atualizado pelo serasa  seha = Senhaooo3,batch1
BR0013745,1494000,2024-10-23,1091.61,1762.39,,453.18,-58.49%,-0.7428605473,matheus.adalberto@gobravo.com.br,NoVerde,2024-04-19,paid,Próprio Credor,Crédito pessoal,atualizado pelo propio credor,batch1
BR0012030,1454666,2024-10-22,5803.3,16580.87,,5996.71,3.33%,-0.6383356241,felipe.dasilva@gobravo.com.br,Itaú,2024-03-01,paid,Próprio Credor,Cartão de crédito,Dívida atualizada via ligação Itaú (11 4004 1144) - Descrição: SOB MEDIDA COMP PROP ACORDO - Contrato: 685725020,batch1
BR0011427,1434185,2024-10-22,1256.3,5981.35,richard.meireles@gobravo.com.br,20071.24,1497.65%,2.355637105,richard.meireles@gobravo.com.br,Bradesco,2024-02-06,negotiation,AlgarTech,Cartão de crédito,Número 455182xxxxxxxxxx Nome VISA NACIONAL FIDELIZE RJ-	,batch1
BR0011621,1469662,2024-10-22,962.06,4321.61,antonio.neto@gobravo.com.br,1258.39,30.80%,-0.708814539,antonio.neto@gobravo.com.br,Caixa,2024-03-13,liquidation_structured_payment,TRC Taborda,Crédito pessoal,Cartão de Crédito ELO 6505.07*.*.0265-Atualizada vai whatsapp TRC	,batch1
BR0012702,1468741,2024-10-22,1135.64,3057.03,matheus.adalberto@gobravo.com.br,4000,252.22%,0.3084595179,richard.meireles@gobravo.com.br,Nubank,2024-03-12,negotiation,Próprio Credor,Cartão de crédito,Desconsiderar - trata-se de divida da Caixa.,batch1
BR0012164,1456544,2024-10-22,1476.35,3584.8,,1100,-25.49%,-0.6931488507,jessica.sanches@gobravo.com.br,Simplic,2024-03-01,paid,Próprio Credor,Crédito pessoal,Chat Simplic,batch1
BR0012089,1452127,2024-10-22,5548.51,14074.47,,5322.77,-4.07%,-0.6218138232,murilo.coelho@gobravo.com.br,SUPERSIM,2024-03-01,paid,Próprio Credor,Crédito pessoal,Dívida atualizada com a assessoria Mac Barbosa,batch1
BR0015069,1529860,2024-10-22,3001.3,9655.32,murilo.coelho@gobravo.com.br,2204.23,-26.56%,-0.7717082396,murilo.coelho@gobravo.com.br,Santander,2024-05-22,paid_structured_payment,Próprio Credor,Cartão de crédito,Dívida atualizada via portal do credor SANTANDER ELITE PLATINUM VISA 845811924844,batch1
BR0018020,1637892,2024-10-22,2572.52,6397.57,felipe.dasilva@gobravo.com.br,3338.75,29.79%,-0.478122162,beatriz.napolitano@gobravo.com.br,NoVerde,2024-09-04,negotiation,Outro Credor,Crédito pessoal,Atualizada via Quite Digital - https://quitedt.me/tqkKdlwzw11#,solo5
BR0013626,1493867,2024-10-22,1925.63,4885.45,felipe.dasilva@gobravo.com.br,1091.76,-43.30%,-0.7765282625,felipe.dasilva@gobravo.com.br,Santander,2024-04-16,liquidation_portfolio_payment,Próprio Credor,Crédito cheque especial,"PORTIFÓLIO - CHEQUE ESPECIAL BANESPA R$ 7.036,43 Contrato 845700002099 | SANTANDER SX VISA R$ 19.301,67 Contrato 845814166908 - Cliente aceitou Estruturado em 21 x de $255,78	",batch1
BR0013626,1493868,2024-10-22,3114.33,19749.7,felipe.dasilva@gobravo.com.br,4413.49,41.72%,-0.7765287574,felipe.dasilva@gobravo.com.br,Santander,2024-04-16,liquidation_portfolio_payment,Próprio Credor,Cartão de crédito,"PORTIFÓLIO - CHEQUE ESPECIAL BANESPA R$ 7.036,43 Contrato 845700002099 | SANTANDER SX VISA R$ 19.301,67 Contrato 845814166908 - Cliente aceitou Estruturado em 21 x de $255,78",batch1
BR0016251,1564772,2024-10-22,4912.85,10692.33,antonio.neto@gobravo.com.br,5093.3,3.67%,-0.5236491953,antonio.neto@gobravo.com.br,Santander,2024-06-28,liquidation_structured_payment,Próprio Credor,Crédito cheque especial,CHEQUE ESPECIAL BANESPA - 845700004761 - Estruturado	,batch1
BR0011487,1435435,2024-10-21,477.15,1313.69,matheus.adalberto@gobravo.com.br,2521.12,428.37%,0.9191133372,kemilly.freitas@gobravo.com.br,BMG,2024-03-01,negotiation,Próprio Credor,Crédito pessoal,Produto: CARTÃO DE CRÉDITO Contrato: 20631053	,batch1
BR0014174,1587722,2024-10-21,1683.62,2990,,1856.68,10.28%,-0.3790367893,beatriz.moraes@gobravo.com.br,LUIZACRED,2024-05-01,paid,Próprio Credor,,"MAGAZINE LUIZA/LUIZACRED FLEX
5217894130000",batch1
BR0012802,1470251,2024-10-21,1489.56,3527.81,,930.28,-37.55%,-0.7363009913,jessica.sanches@gobravo.com.br,Neon,2024-04-01,paid,Próprio Credor,Cartão de crédito,Chat Neon,batch1
BR0001405,1043906,2024-10-21,2653.38,3484.06,,2144.86,-19.16%,-0.3843791439,jessica.sanches@gobravo.com.br,Carrefour,2022-10-18,paid_structured_payment,Próprio Credor,Cartão de crédito,"Portal Atacadão- Entrada de 1304.00 + 2 x de 420.43 pago total 2144,86",batch1
BR0012576,1464090,2024-10-21,1437.97,3176,,1286.92,-10.50%,-0.5947984887,jessica.sanches@gobravo.com.br,Neon,2024-03-18,paid,Próprio Credor,Crédito pessoal,"Atualizada  com prints do Serasa que o cliente enviou. Nunca  foi  portfólio, foram cadastradas duas dívidas no Plano.  ",batch1
BR0011994,1453719,2024-10-18,7125.52,44300.87,,7003.32,-1.71%,-0.841914617,antonio.neto@gobravo.com.br,C6,2024-02-26,paid,Quero Quitar,Cartão de crédito,Quero Quitar-Contrato: 61AA710D939109667E1CB96B - 01/10/2023 Descrição: CARTAO DE CREDITO	,batch1
BR0017753,1629662,2024-10-18,3568.23,16988.64,myrella.isidoro@gobravo.com.br,12515.96,250.76%,-0.263274753,beatriz.napolitano@gobravo.com.br,Itaú,2024-09-01,negotiation,Próprio Credor,Cartão de crédito,"CARTAO PL EMBANDEIRADO MARISA
1718041160000",solo5
BR0005001,1255234,2024-10-18,1499.68,3075.66,,1218.19,-18.77%,-0.6039256615,myrella.isidoro@gobravo.com.br,Mercadopago,2023-08-01,paid,Próprio Credor,Cartão de crédito,Dívida atualizada com informação do cliente,batch1
BR0015042,1529700,2024-10-18,176.45,348.18,,143.57,-18.63%,-0.5876558102,myrella.isidoro@gobravo.com.br,Itaú,2024-06-01,paid,Próprio Credor,Cartão de crédito,ITAU MULTIPLO 4068909050000	,batch1
BR0015042,1529702,2024-10-18,1253.19,2727.43,,994.82,-20.62%,-0.6352537004,myrella.isidoro@gobravo.com.br,Itaú,2024-06-01,paid,Próprio Credor,Cartão de crédito,SOB MEDIDA CART ATR CURTO 2928840467	,batch1
BR0014988,1527957,2024-10-18,2342.54,5098.28,,2711.08,15.73%,-0.4682363464,beatriz.moraes@gobravo.com.br,Bradescard,2024-05-29,paid_structured_payment,Próprio Credor,Cartão de crédito,Atualização para quitação ,batch1
BR0017423,1615323,2024-10-18,2273.55,3670.64,,355.34,-84.37%,-0.9031939934,felipe.dasilva@gobravo.com.br,Neon,2024-08-15,paid,Acordo Certo,Cartão de crédito,"Dívida atualizada via Acordo Certo - Senha: 159753 - Vencimento original: 15/10/2023 Valor original: R$ 1.575,14 Acréscimos/Correções: 61.00%",batch1
BR0014822,1524131,2024-10-17,184.67,335.76,,213.74,15.74%,-0.3634143436,felipe.dasilva@gobravo.com.br,Renner,2024-06-01,paid_portfolio_payment,Quero Quitar,Cartão de crédito,"Contrato: 21000581922351/21000589892383 - 01/03/2024 Valor do contrato: R$ 547,32 - Portifólio	",batch1
BR0013719,1493397,2024-10-17,1601.36,2911.56,beatriz.moraes@gobravo.com.br,3441.06,114.88%,0.1818612702,felipe.dasilva@gobravo.com.br,Nubank,2024-04-18,negotiation,Outro Credor,Cartão de crédito,"Dívida atualizada via Serasa - Senha padrão: Resolv@123 - Número do contrato: 8D96298FD0FAA14A - Cartão de crédito - Data da dívida 18/04/2024 - Valor original R$ 6.662,49  -Atualizada via Portifólio ",batch1
BR0013719,1493401,2024-10-17,1981.51,3602.74,beatriz.moraes@gobravo.com.br,4257.94,114.88%,0.1818615831,felipe.dasilva@gobravo.com.br,Nubank,2024-04-18,negotiation,Outro Credor,Cartão de crédito,"Dívida atualizada via Serasa - Senha padrão: Resolv@123 - Número do contrato: 8D96298FD0FAA14A - Cartão de crédito - Data da dívida 18/04/2024 - Valor original R$ 6.662,49 -Atualizada via Portifólio	",batch1
BR0013719,1493404,2024-10-17,1311.17,4370.58,,1080.68,-17.58%,-0.7527376229,felipe.dasilva@gobravo.com.br,Santander,2024-04-18,paid_portfolio_payment,Próprio Credor,Cartão de crédito,"SANTANDER SX MASTER - Contrato: 845814391818 - Cliente aceitou Estruturado em 5x de R$ 1.492,30 - Dívida atualizada via Portifólio	",batch1
BR0013719,1493406,2024-10-17,1223.57,4894.27,,1210.17,-1.10%,-0.7527373847,felipe.dasilva@gobravo.com.br,Santander,2024-04-18,paid_portfolio_payment,Próprio Credor,Cartão de crédito,"SANTANDER SX MASTER - Contrato: 845814391818 - Cliente aceitou Estruturado em 5x de R$ 1.492,30 - Dívida atualizada via Portifólio	",batch1
BR0011607,1576240,2024-10-17,388.25,946.76,,536.84,38.27%,-0.4329713972,antonio.neto@gobravo.com.br,Itaú,2024-07-08,paid,Próprio Credor,Cartão de crédito,TITULARES CARTOES DE CREDITO 4031836720000	,batch1
BR0013719,1493419,2024-10-17,2168.34,21683.36,,5361.5,147.26%,-0.7527366607,felipe.dasilva@gobravo.com.br,Santander,2024-04-18,paid_portfolio_payment,Próprio Credor,Cartão de crédito,"SANTANDER SX MASTER - Contrato: 845814391818 - Cliente aceitou Estruturado em 5x de R$ 1.492,30 - Dívida atualizada via Portifólio	",batch1
BR0013094,1478616,2024-10-17,3955.53,20476.64,jessica.sanches@gobravo.com.br,3965.38,0.25%,-0.8063461584,jessica.sanches@gobravo.com.br,Santander,2024-03-26,liquidation_structured_payment,Próprio Credor,Cartão de crédito,Atualizada por ligação ,batch1
BR0017989,1635865,2024-10-17,1764.66,4614.33,,646.72,-63.35%,-0.859845308,matheus.adalberto@gobravo.com.br,Neon,2024-09-02,paid,Próprio Credor,Cartão de crédito,atualizado pelo whatsapp do credor ,solo5
BR0007796,1343760,2024-10-17,857.29,5329.95,myrella.isidoro@gobravo.com.br,421.6,-50.82%,-0.9208998208,myrella.isidoro@gobravo.com.br,Omni,2023-11-01,paid_structured_payment,Próprio Credor,Cartão de crédito,Dívida atualizada para quitação - Contrato: 301336786290121 WhatsApp Trigg +55 11 3659-4574,batch1
BR0014526,1516123,2024-10-17,222.65,439.35,,96.02,-56.87%,-0.7814498691,jessica.sanches@gobravo.com.br,Santander,2024-05-14,paid_portfolio_payment,Próprio Credor,Cartão de crédito,Portfólio,batch1
BR0007796,1343749,2024-10-17,257.27,846.12,myrella.isidoro@gobravo.com.br,66.93,-73.98%,-0.920897745,myrella.isidoro@gobravo.com.br,Omni,2023-11-01,paid_structured_payment,Próprio Credor,Cartão de crédito,Dívida atualizada para pagamento - 301336786290121 WhatsApp Trigg +55 11 3659-4574,batch1
BR0014526,1516132,2024-10-17,1407.59,6701.65,,1464.66,4.05%,-0.7814478524,jessica.sanches@gobravo.com.br,Santander,2024-05-14,paid_portfolio_payment,Próprio Credor,Crédito pessoal,Portfólio,batch1
BR0007796,1343748,2024-10-17,236.32,777.21,myrella.isidoro@gobravo.com.br,61.48,-73.98%,-0.9208965402,myrella.isidoro@gobravo.com.br,Omni,2023-11-01,paid_structured_payment,Próprio Credor,Cartão de crédito,Dívida atualizada para pagamento - 301336786290121 WhatsApp Trigg +55 11 3659-4574,batch1
BR0010113,1523611,2024-10-17,4354.85,10830,giulia.filardi@gobravo.com.br,8871.57,103.72%,-0.180833795,felipe.dasilva@gobravo.com.br,Geru,2024-01-08,negotiation,Próprio Credor,,Dívida atualizada via WhatsApp Geru (11 3132-7266) - CCB Nº G13103902 - Atraso:  283 dias,batch1
BR0014822,1524132,2024-10-17,194.78,354.14,,225.45,15.75%,-0.3633873609,felipe.dasilva@gobravo.com.br,Renner,2024-06-01,paid_portfolio_payment,Quero Quitar,Cartão de crédito,"Contrato: 21000581922351/21000589892383 - 01/03/2024 Valor do contrato: R$ 547,32	- Portifólio",batch1
BR0014771,1525313,2024-10-17,3899.04,19788.41,matheus.adalberto@gobravo.com.br,14011.1,259.35%,-0.2919542298,felipe.dasilva@gobravo.com.br,Banco do Brasil,2024-05-27,negotiation,Acordo Certo,Cartão de crédito,Dívida atualizada via print do Cliente (Acordo Certo),batch1
BR0014988,1527956,2024-10-17,1251.63,2416.11,,756.14,-39.59%,-0.6870423946,beatriz.moraes@gobravo.com.br,Caixa,2024-05-29,paid,Próprio Credor,Cartão de crédito,"O Cartão de Crédito MASTERCARD INTERNACIONAL 5405.93*.*.7008 possui uma dívida de R$ 2.832,58. Estou enviando uma proposta de liquidação no valor de R$ 756,14.",batch1
BR0014988,1527958,2024-10-17,1978.07,7645.56,myrella.isidoro@gobravo.com.br,6453.88,226.27%,-0.1558656266,beatriz.moraes@gobravo.com.br,Bradesco,2024-05-29,negotiation,Próprio Credor,Cartão de crédito,"
Número 406655xxxxxxxxxx
Nome VISA SIGNATURE - https://www.renegociacoesbra.com/eavm",batch1
BR0013498,1488120,2024-10-16,812.23,1804.96,,819.65,0.91%,-0.5458902136,murilo.coelho@gobravo.com.br,Itaú,2024-04-04,paid_portfolio_payment,Próprio Credor,Cartão de crédito,"Dívida atualizada via chamada telefônica com o credor 
ITI ITAU 20129411330000",batch1
BR0017705,1625211,2024-10-16,835.36,4239.6,felipe.dasilva@gobravo.com.br,2160.76,158.66%,-0.4903387112,beatriz.napolitano@gobravo.com.br,Banco do Brasil,2024-09-09,negotiation,Acordo Certo,Crédito pessoal,"Produto: BB CREDITO AUTOMATICO - Contrato: 157699133 - obs: verificar parcelas a vencer, pois creio que este valor não seja o total.",solo5
BR0001405,1043909,2024-10-16,2171.39,6885,felipe.dasilva@gobravo.com.br,6199.5,185.51%,-0.09956427015,jessica.sanches@gobravo.com.br,Crefisa,2022-10-18,negotiation,Próprio Credor,Crédito pessoal,FINAL CONTRATO 2540- LIGAÇÃO,batch1
BR0017326,1609415,2024-10-16,2306.33,8914.36,matheus.adalberto@gobravo.com.br,11245.67,387.60%,0.2615229809,beatriz.moraes@gobravo.com.br,Bradesco,2024-08-30,negotiation,AlgarTech,Cartão de crédito,"Número 406655xxxxxxxxxx
Nome VISA SIGNATURE - https://www.renegociacoesbra.com/eavm",batch1
BR0001405,1043908,2024-10-16,1683.06,4086.72,felipe.dasilva@gobravo.com.br,3678,118.53%,-0.1000117454,jessica.sanches@gobravo.com.br,Crefisa,2022-10-18,negotiation,Próprio Credor,Crédito pessoal,Contrato final 2680,batch1
BR0005330,1268257,2024-10-16,2581.33,5815.32,,1851.28,-28.28%,-0.6816546639,jessica.sanches@gobravo.com.br,Carrefour,2023-08-04,paid_structured_payment,Próprio Credor,Crédito pessoal,"Atualizada Portal Carrefour
",batch1
BR0001405,1043907,2024-10-16,971.33,3906,felipe.dasilva@gobravo.com.br,3320.1,241.81%,-0.15,jessica.sanches@gobravo.com.br,Crefisa,2022-10-18,negotiation,Próprio Credor,Crédito pessoal,Atualizada por ligação /final contrato 2215,batch1
BR0013498,1488119,2024-10-16,434.43,965.39,,472.75,8.82%,-0.5103015362,murilo.coelho@gobravo.com.br,Itaú,2024-04-04,paid_portfolio_payment,Próprio Credor,Cartão de crédito,"Dívida atualizada via chamada telefônica com o credor 
CB MELIUZ ITAUCARD 2572723740000",batch1
BR0001405,1043905,2024-10-16,1321.1,2132.91,felipe.dasilva@gobravo.com.br,1812.96,37.23%,-0.1500063294,jessica.sanches@gobravo.com.br,Crefisa,2022-10-18,negotiation,Próprio Credor,Crédito pessoal,Atualizada por ligação,batch1
BR0013498,1488121,2024-10-16,1247.72,2772.72,,1107.6,-11.23%,-0.6005366571,murilo.coelho@gobravo.com.br,Itaú,2024-04-04,paid_portfolio_payment,Próprio Credor,Cartão de crédito,"Dívida atualizada via chamada telefônica com o credor 
OPERACOES CREDITO CREDICARD 4706485900000",batch1
BR0016636,1598652,2024-10-16,6757.2,21312,matheus.adalberto@gobravo.com.br,26387.56,290.51%,0.23815503,beatriz.moraes@gobravo.com.br,Banco do Brasil,2024-08-01,negotiation,Próprio Credor,Cartão de crédito,PRIVATE LABEL HIBRIDO VISA INTERNACIONAL - 128318511 | CARTAO DE CREDITO SMILES PLATINUM VISA - 150008842,batch1
BR0016135,1564612,2024-10-16,472.45,932.26,,777,64.46%,-0.1665415228,felipe.dasilva@gobravo.com.br,Bradesco,2024-06-28,paid,Paschoalotto,Cartão de crédito,Dívida atualizada via Paschoalotto - Pagou Fácil (https://queropagar.pagoufacil.com.br/) - Visa Facil - Número do Contrato: 795986171000049 - Número do Cartão: 4096.XXXX.XXXX.XX.9667 -  157 dias em atraso ,batch1
BR0018435,1651394,2024-10-15,781.8,1542.71,felipe.dasilva@gobravo.com.br,2817.54,260.39%,0.8263575137,beatriz.napolitano@gobravo.com.br,Banco do Brasil,2024-09-18,negotiation,Acordo Certo,Crédito pessoal,"Sem desconto pelo curto tempo de atraso - Produto:
BB CREDITO RENOVACAO

Contrato:
164487793

Vencimento original:
05/10/2024 ",solo5
BR0015111,1609245,2024-10-15,377.04,837,,377.85,0.21%,-0.5485663082,jessica.sanches@gobravo.com.br,Itaú,2024-06-07,paid,Quero Quitar,," Quero Quitar-Contrato:
644360364 - 07/03/2024
Descrição:
SOB MEDIDA CREDI EM DIA DPPF",batch1
BR0018435,1651395,2024-10-15,947.06,2589.73,felipe.dasilva@gobravo.com.br,2908.25,207.08%,0.1229935167,beatriz.napolitano@gobravo.com.br,Banco do Brasil,2024-09-18,negotiation,Acordo Certo,Crédito cheque especial,"Produto:
CHEQUE OURO

Contrato:
84703

Vencimento original:
01/10/2024",solo5
BR0013094,1478615,2024-10-15,3813.74,7233.3,myrella.isidoro@gobravo.com.br,3750.88,-1.65%,-0.4814427716,kemilly.freitas@gobravo.com.br,Nubank,2024-03-26,negotiation,Acordo Certo,Cartão de crédito,Empréstimo Contrato: 3289967259611119958	,batch1
BR0011376,1435082,2024-10-15,598.45,1669.17,myrella.isidoro@gobravo.com.br,1669.17,178.92%,0,richard.meireles@gobravo.com.br,C6,2024-03-01,negotiation,Próprio Credor,Crédito pessoal,"Desconsiderar atualização, trata-se de um emprestimo.",batch1
BR0014114,1504830,2024-10-15,17145.65,171456.46,,3912.24,-77.18%,-0.9771823121,matheus.adalberto@gobravo.com.br,Santander,2024-04-22,paid,Próprio Credor,Crédito pessoal,"REFIN R$ 195.408,98 Contrato 698200010963",batch1
BR0006163,1294830,2024-10-15,2397.13,5023,,3858.94,60.98%,-0.2317459685,myrella.isidoro@gobravo.com.br,Caixa,2023-08-28,paid,Próprio Credor,Cartão de crédito,Dívida atualizada via portal Caixa (https://www.negociardividas.caixa.gov.br/auto-atendimento) - Senha do cliente: 504060 - Contrato: 5869885554 - 2195/CHEQUE ESPECIAL CAIXA (CROT PF) - Dias de atraso: 358	,batch1
BR0015111,1609246,2024-10-15,544.61,1209,,546.07,0.27%,-0.5483291977,jessica.sanches@gobravo.com.br,Itaú,2024-06-07,paid,Quero Quitar,," Quero Quitar-Contrato:
644360232 - 07/03/2024
Descrição:
SOB MEDIDA CREDI EM DIA DPPF",batch1
BR0015111,1609249,2024-10-15,1396.05,4581,,1968.92,41.04%,-0.5701986466,jessica.sanches@gobravo.com.br,Itaú,2024-06-07,paid,Quero Quitar,,"Quero Quitar-
Contrato:
570428755 - 07/03/2024
Descrição:
SOB MEDIDA CREDI EM DIA DPPF",batch1
BR0012387,1460529,2024-10-15,3149.76,21197,beatriz.moraes@gobravo.com.br,12375.04,292.89%,-0.4161890834,murilo.coelho@gobravo.com.br,Bradesco,2024-03-01,negotiation,Próprio Credor,Cartão de crédito,Dívida atualizada via chamada telefônica com a DivZero,batch1
BR0013770,1494936,2024-10-15,1562.26,5548.95,,3198.42,104.73%,-0.4235990593,felipe.dasilva@gobravo.com.br,Banco do Brasil,2024-05-01,paid,Acordo Certo,Crédito pessoal,"Dívida atualizada via Acordo Certo - Senha: 159753 - Produto: BB CREDITO SALARIO Contrato: 141447367 Vencimento original: 05/06/2024 Valor original: R$ 324,42	",batch1
BR0007886,1345517,2024-10-14,2372.43,7632.23,antonio.neto@gobravo.com.br,2627.11,10.73%,-0.6557873649,antonio.neto@gobravo.com.br,Itaú,2023-10-31,liquidation_structured_payment,Próprio Credor,Cartão de crédito,TITULARES CARTOES DE CREDITO - 2937441900000	,batch1
BR0016180,1563935,2024-10-14,2127.75,4793.48,,1331.92,-37.40%,-0.7221392391,antonio.neto@gobravo.com.br,LUIZACRED,2024-07-01,paid,Próprio Credor,Cartão de crédito,MAGAZINE LUIZA/LUIZACRED FLEX 5137206150000	,batch1
BR0014675,1520319,2024-10-14,5153.08,22080.83,,4883.98,-5.22%,-0.7788135681,beatriz.moraes@gobravo.com.br,Santander,2024-05-10,paid_structured_payment,Próprio Credor,Cartão de crédito,SANTANDER SX MASTER - 845813161234	,batch1
BR0014675,1520315,2024-10-14,959.9,1894.15,,1422.64,48.21%,-0.248929599,beatriz.moraes@gobravo.com.br,Itaú,2024-05-10,paid,Próprio Credor,Cartão de crédito,OPERACOES CREDITO CREDICARD 747238060000,batch1
BR0014672,1518980,2024-10-14,367.65,816.16,,464.51,26.35%,-0.4308591453,jessica.sanches@gobravo.com.br,Nubank,2024-05-14,paid,Próprio Credor,Crédito pessoal,Atualizada pelo app da cliente,batch1
BR0004468,1231753,2024-10-14,3989.49,6854.25,,2517.62,-36.89%,-0.6326921253,beatriz.moraes@gobravo.com.br,Caixa,2023-06-02,paid,Próprio Credor,Cartão de crédito,"Via whats
1. O Cartão de Crédito VISA PLATINUM 4219.58*.*.7838 possui uma dívida de R$ 6.924,20. Estou enviando uma proposta de liquidação no valor de R$ 2.517,62.

",batch1
BR0009296,1387203,2024-10-14,1104.23,1793,,689.58,-37.55%,-0.6154043503,matheus.adalberto@gobravo.com.br,Jeitto,2023-12-08,paid,Próprio Credor,Crédito pessoal,atualizado conforme print enviado pela cliente ,batch1
BR0003369,1149341,2024-10-14,4713.47,8178.84,,4062.5,-13.81%,-0.5032914203,beatriz.napolitano@gobravo.com.br,Sicoob,2023-03-28,paid,Outro Credor,Crédito pessoal,Atualizada via print enviado pelo cliente ,batch1
BR0012306,1460670,2024-10-14,2410.88,5709.81,,2172.68,-9.88%,-0.61948296,beatriz.moraes@gobravo.com.br,Carrefour,2024-03-19,paid,Meu Acerto,Cartão de crédito,Contrato: 10070498620 - atacadão	,batch1
BR0017844,1631663,2024-10-14,839.44,2707.88,,866.52,3.23%,-0.6800005909,beatriz.napolitano@gobravo.com.br,PORTO SEGURO FIANÇA,2024-09-19,paid_structured_payment,Quero Quitar,Cartão de crédito,"Contrato:
0004121772819944000 - 28/02/2023
Descrição:
NUMERO DO CARTAO DO TITULAR - FINAL 4117",solo5
BR0010554,1408992,2024-10-11,6900.78,10768.58,,3059.09,-55.67%,-0.7159244766,jessica.sanches@gobravo.com.br,Nubank,2024-01-10,paid,Outro Credor,Crédito pessoal,Atualizada Serasa Senha: 51080Mp12,batch1
BR0017479,1616172,2024-10-10,489.03,964.99,giulia.zinngraf@gobravo.com.br,924.28,89.00%,-0.04218696567,beatriz.napolitano@gobravo.com.br,Ipanema,2024-09-02,negotiation,Quero Quitar,Cartão de crédito,"Credor original
Bradesco XI
Sob gestão da Ipanema - Contrato:
1027411264990589 - 11/04/2022
Descrição:
Bretas Visa Classic Internac",solo5
BR0015989,1556856,2024-10-10,1139.56,1839.81,beatriz.moraes@gobravo.com.br,919.4,-19.32%,-0.5002744849,beatriz.moraes@gobravo.com.br,Neon,2024-07-01,paid,Próprio Credor,Cartão de crédito,"Vi que você tem dívida no cartão crédito Neon no valor atualizado de R$ 7877,42 com 168 dias em atraso.",batch1
BR0015989,1556854,2024-10-10,605.96,978.31,,488.88,-19.32%,-0.500281097,beatriz.moraes@gobravo.com.br,Neon,2024-07-01,paid,Próprio Credor,Cartão de crédito,"Vi que você tem dívida no cartão crédito Neon no valor atualizado de R$ 7877,42 com 168 dias em atraso.",batch1
BR0014944,1526675,2024-10-10,2027.98,7838.47,,2482,22.39%,-0.6833565734,antonio.neto@gobravo.com.br,Santander,2024-06-06,paid,Próprio Credor,Crédito pessoal,EMPRESTIMOS EM FOLHA - CARNE - 845800005495	,batch1
BR0015989,1556853,2024-10-10,409.2,789.91,,409.2,0.00%,-0.4819663,beatriz.moraes@gobravo.com.br,BMG,2024-07-01,paid,Acordo Certo,Cartão de crédito,Produto: CRÉDITO CONSIGNADO Vencido em: 10/12/2021 Contrato nº: 2629439	,batch1
BR0012018,1452554,2024-10-10,671.76,1377.7,,382.25,-43.10%,-0.7225448211,jessica.sanches@gobravo.com.br,Natura,2024-03-08,paid,Próprio Credor,Crédito pessoal,Atualizada Serasa,batch1
BR0012522,1463354,2024-10-10,2962.5,7367.41,,170.3,-94.25%,-0.9768846854,kemilly.freitas@gobravo.com.br,Aymore - Santander Financiamentos,2024-04-01,paid,Hoopers,Crédito pessoal,"Contrato:
20012880665",batch1
BR0015989,1556857,2024-10-10,1403.25,2265.53,beatriz.moraes@gobravo.com.br,1132.14,-19.32%,-0.5002758736,beatriz.moraes@gobravo.com.br,Neon,2024-07-01,paid,Próprio Credor,Cartão de crédito,"Vi que você tem dívida no cartão crédito Neon no valor atualizado de R$ 7877,42 com 168 dias em atraso.",batch1
BR0016638,1581841,2024-10-10,5010.01,10603.6,beatriz.moraes@gobravo.com.br,971.34,-80.61%,-0.908395262,beatriz.moraes@gobravo.com.br,Pernambucanas,2024-07-19,liquidation_structured_payment,Próprio Credor,Cartão de crédito,Negociado via whats +55 11 97101-0455,batch1
BR0015123,1533514,2024-10-10,904.28,1784.39,,624.71,-30.92%,-0.6499027679,felipe.dasilva@gobravo.com.br,Itaú,2024-06-07,paid,Quero Quitar,Cartão de crédito,"Dias em atraso: 223 Contrato: 685495996 - 01/03/2024 Descrição: SOB MEDIDA COMP ATRASO LONGO Valor do contrato: R$ 2.047,42",batch1
BR0012522,1463352,2024-10-10,716.89,1522.21,,100.61,-85.97%,-0.9339053087,jessica.sanches@gobravo.com.br,Banco Losango S.A,2024-04-01,paid,Hoopers,Crédito pessoal,"Portal Hoopers-Contrato: 3913XXXX43-1

Produto: LOJAS CYBELAR

",batch1
BR0012018,1452552,2024-10-09,488.39,788.5,,247.82,-49.26%,-0.6857070387,jessica.sanches@gobravo.com.br,Mercadopago,2024-03-08,paid,Próprio Credor,Cartão de crédito,Atualizada por ligação,batch1
